rank,boxer,score
1731,Earl Butler,0.0
1732,Lenny LaPaglia,0.0
1733,Freddie Delgado,0.0
1734,Dan Ward,0.0
1735,Andrew Maynard,0.0
1736,Ken Atkins,0.0
1737,Kemper Morton,0.0
1738,Michael Olajide,0.0
1739,James Kinchen,0.0
1740,Dennis Andries,0.0
1741,Doug DeWitt,0.0
1742,Mark Medal,0.0
1743,James Shuler,0.0
1744,Fred Hutchings,0.0
1745,Murray Sutherland,0.0
1746,Jeff McCracken,0.0
1747,Ernie Singletary,0.0
1748,Pablo Baez,0.0
1749,Luis Primera,0.0
1750,Eddie Gazo,0.0
1751,Santiago Valdez,0.0
1752,Angel Espada,0.0
1753,Jim Richards,0.0
1754,Saensak Muangsurin,0.0
1755,Jose Figueroa,0.0
1756,Inocencio De la Rosa,0.0
1757,Bruce Curry,0.0
1758,Alfonso Hayman,0.0
1759,Segundo Murillo,0.0
1760,Sammy Ruckard,0.0
1761,Clyde Gray,0.0
1762,Rudy Barro,0.0
1763,Pedro Rojas,0.0
1764,Eddie Marcelle,0.0
1765,Raul Aguirre,0.0
1766,Jimmy Rothwell,0.0
1767,Tyrone Phelps,0.0
1768,Ray Fields,0.0
1769,Billy Goodwin,0.0
1770,Robert Adams,0.0
1771,Anthony House,0.0
1772,Willie Wren,0.0
1773,Jerry Strickland,0.0
1774,Jerome Hill,0.0
1775,Eric Esch,0.0
1776,Mike Weaver,0.0
1777,James Smith,0.0
1778,Maurice Harris,0.0
1779,Anthony Willis,0.0
1780,Quinn Navarre,0.0
1781,Curtis Sheppard,0.0
1782,Ed Donaldson,0.0
1783,Jesse Ferguson,0.0
1784,Garing Lane,0.0
1785,Paul Poirier,0.0
1786,Ken Lakusta,0.0
1787,Rocky Pepeli,0.0
1788,Everett Martin,0.0
1789,Jamie Howe,0.0
1790,Art Card,0.0
1791,Michael Greer,0.0
1792,Eddie Gonzales,0.0
1793,Carl Williams,0.0
1794,David Bey,0.0
1795,Marvis Frazier,0.0
1796,Scott Frank,0.0
1797,Tim Witherspoon,0.0
1798,Lucien Rodriguez,0.0
1799,Renaldo Snipes,0.0
1800,Leroy Jones,0.0
1801,Lorenzo Zanon,0.0
1802,Ibar Arrington,0.0
1803,Horace Robinson,0.0
1804,Tom Prater,0.0
1805,Roy Williams,0.0
1806,Fred Askew,0.0
1807,Joe Gholston,0.0
1808,Billy Joiner,0.0
1809,Leon Shaw,0.0
1810,Rodney Bobick,0.0
1811,Charlie James,0.0
1812,Obie English,0.0
1813,Ernie Smith,0.0
1814,Robert Yarborough,0.0
1815,Oliver Wright,0.0
1816,Charley Green,0.0
1817,Joe Hathaway,0.0
1818,Bob Mashburn,0.0
1819,Howard Darlington,0.0
1820,Kevin Isaac,0.0
1821,Jerry Judge,0.0
1822,Bob Bozic,0.0
1823,Don Branch,0.0
1824,Curtis Whitner,0.0
1825,Art Savage,0.0
1826,Rodell Dupree,0.0
1827,Crawford Grimsley,0.0
1828,Axel Schulz,0.0
1829,Pierre Coetzer,0.0
1830,Jimmy K Ellis,0.0
1831,Terry Anderson,0.0
1832,Mike Jameson,0.0
1833,J B Williamson,0.0
1834,Manoel De Almeida,0.0
1835,Mark Young,0.0
1836,David Jaco,0.0
1837,Tony Fulilangi,0.0
1838,Bobby Hitz,0.0
1839,Frank Lux,0.0
1840,Guido Trane,0.0
1841,Tom Trimm,0.0
1842,Bobby Crabtree,0.0
1843,Charles Hostetter,0.0
1844,Steve Zouski,0.0
1845,Pedro Agosto,0.0
1846,Jose Roman,0.0
1847,Terry Sorrell,0.0
1848,Ted Gullick,0.0
1849,Clarence Boone,0.0
1850,Joe Murphy Goodwin,0.0
1851,Luis Faustino Pires,0.0
1852,Ollie Wilson,0.0
1853,Leroy Caldwell,0.0
1854,Vic Scott,0.0
1855,Stamford Harris,0.0
1856,Mel Turnbow,0.0
1857,Boone Kirkman,0.0
1858,Lou Bailey,0.0
1859,Roger Russell,0.0
1860,George Johnson,0.0
1861,Aaron Eastling,0.0
1862,James J Woody,0.0
1863,Rufus Brassell,0.0
1864,Jack OHalloran,0.0
1865,Charley Polite,0.0
1866,Gary Hobo Wiler,0.0
1867,Levi Forte,0.0
1868,Max Martinez,0.0
1869,Leo Peterson,0.0
1870,Roberto Davila,0.0
1871,Vernon Clay,0.0
1872,Roy Wallace,0.0
1873,Johnny Carroll,0.0
1874,Sylvester Dullaire,0.0
1875,Donald Walheim,0.0
1876,Andy Kendall,0.0
1877,Frank DePaula,0.0
1878,Roger Rouse,0.0
1879,Abraham Tomica,0.0
1880,Peter Mueller,0.0
1881,Juan Carlos Rivero,0.0
1882,Henry Hank,0.0
1883,William Pickett,0.0
1884,Hank Casey,0.0
1885,Gene Armstrong,0.0
1886,Victor Zalazar,0.0
1887,Yolande Pompey,0.0
1888,Billy Ellaway,0.0
1889,Johnny Read,0.0
1890,Jean Ruellet,0.0
1891,Paddy Delargy,0.0
1892,Jean Claude Poisson,0.0
1893,Phil Edwards,0.0
1894,Marius Dori,0.0
1895,Terry Downes,0.0
1896,Wally Scott,0.0
1897,Dennis Rowley,0.0
1898,Bolaji Johnson,0.0
1899,John Ama,0.0
1900,Raheem Fagbemi,0.0
1901,Koko Kid,0.0
1902,Peter Okptra,0.0
1903,Super Human Power,0.0
1904,Mighty Joe,0.0
1905,Robert Nwanne,0.0
1906,Simon Eme,0.0
1907,Blackie Power,0.0
1908,Lion Ring,0.0
1909,Easy Dynamite,0.0
1910,Ron Stander,0.0
1911,Dave Zyglewicz,0.0
1912,Manuel Ramos,0.0
1913,Marion Connor,0.0
1914,Tony Doyle,0.0
1915,Jefferson Davis,0.0
1916,Eddie Machen,0.0
1917,Al Jones,0.0
1918,Chuck Leslie,0.0
1919,Don Smith,0.0
1920,Dick Wipperman,0.0
1921,Abe Davis,0.0
1922,Ray Staples,0.0
1923,Mike Bruce,0.0
1924,Woody Goss,0.0
1925,Karo Murat,0.0
1926,Enrique Ornelas,0.0
1927,Kelly Pavlik,0.0
1928,Morrade Hakkar,0.0
1929,Carl Daniels,0.0
1930,Keith Holmes,0.0
1931,Antwun Echols,0.0
1932,Simon Brown,0.0
1933,Andrew Council,0.0
1934,John David Jackson,0.0
1935,William Bo James,0.0
1936,Joe Lipsey,0.0
1937,Steve Frank,0.0
1938,Lupe Aquino,0.0
1939,Melvin Wynn,0.0
1940,Wendall Hall,0.0
1941,Roy Ritchie,0.0
1942,Gilbert Baptist,0.0
1943,Wayne Powell,0.0
1944,Eric Rhinehart,0.0
1945,James Stokes,0.0
1946,Anibal Miranda,0.0
1947,Randy Smith,0.0
1948,Dennis Milton,0.0
1949,Willie Kemp,0.0
1950,Ralph Moncrief,0.0
1951,Danny Mitchell,0.0
1952,Pedro Marquez,0.0
1953,Steve Langley,0.0
1954,Richard Quiles,0.0
1955,Mike Sapp,0.0
1956,Darren Oliver,0.0
1957,Khalif Shabazz,0.0
1958,Jouvin Mercado,0.0
1959,Eddie Tyler,0.0
1960,Keith Gray,0.0
1961,Greg Paige,0.0
1962,Sergio Reyes,0.0
1963,Carlos Serrano,0.0
1964,Adrian Zapanta,0.0
1965,Isaac Vega,0.0
1966,Ricky Gutierrez,0.0
1967,Pajet Lupikanet,0.0
1968,Zensuke Utagawa,0.0
1969,Francisco Durango,0.0
1970,Walter Seeley,0.0
1971,Jesus Pimentel,0.0
1972,Kazuyoshi Kanazawa,0.0
1973,Efren Torres,0.0
1974,Vicente Blanco,0.0
1975,Tsuguo Mineyama,0.0
1976,Chung Park,0.0
1977,Memo Rodriguez,0.0
1978,Jose Arranz,0.0
1979,Shuji Chiyoda,0.0
1980,Romy Guelas,0.0
1981,Alan Rudkin,0.0
1982,Shigeyoshi Oki,0.0
1983,Lionel Rose,0.0
1984,Nene Jun,0.0
1985,Takao Sakurai,0.0
1986,Frank Adame,0.0
1987,Ernie Cruz,0.0
1988,Carlos Zayas,0.0
1989,Wally Brooks,0.0
1990,Antoine Porcel,0.0
1991,Tiny Palacio,0.0
1992,Gary Garber,0.0
1993,Enrique Yepes,0.0
1994,King Gavilan,0.0
1995,Manuel Arnal,0.0
1996,Salvatore Burruni,0.0
1997,Pornchai Poprai-ngam,0.0
1998,Felipe Gonzalez,0.0
1999,Chamaco Castillo,0.0
2000,Ushiwakamaru Harada,0.0
2001,Gustavo Sosa,0.0
2002,Grillito Aguilar,0.0
2003,Julio Guerrero,0.0
2004,Antonio Leal,0.0
2005,Daniel Gutierrez,0.0
2006,Rafael Martinez,0.0
2007,Rafael Macias,0.0
2008,Ernesto Aguilar,0.0
2009,Ramiro Garcia,0.0
2010,Oscar Rivas,0.0
2011,Gerardo Lujano,0.0
2012,German Guzman,0.0
2013,Alfonso Jose Cazares,0.0
2014,Emeterio Campos,0.0
2015,Juan Molina,0.0
2016,Gallito Camacho,0.0
2017,Eduardo Alvarado,0.0
2018,Reynaldo De La Cerda,0.0
2019,Pablo Martinez,0.0
2020,Mateo Jaimes,0.0
2021,Jorge Gomez,0.0
2022,Nemesio Zenil,0.0
2023,Antonio Gallegos,0.0
2024,Torito Silva,0.0
2025,Jeronimo Cisneros,0.0
2026,Freddie Garcia,0.0
2027,Isidro Sotelo,0.0
2028,Serhiy Fedchenko,0.0
2029,Likar Ramos Concha,0.0
2030,Michael Katsidis,0.0
2031,Juan Diaz,0.0
2032,Joel Casamayor,0.0
2033,Rocky Juarez,0.0
2034,Jimrex Jaca,0.0
2035,Terdsak Kokietgym,0.0
2036,Victor Polo,0.0
2037,Derrick Gainer,0.0
2038,Marcos Licona,0.0
2039,Manuel Medina,0.0
2040,Hector Javier Marquez,0.0
2041,Robbie Peden,0.0
2042,Johnny Walker,0.0
2043,Julio Gamboa,0.0
2044,Baby Lorona Jr,0.0
2045,Sean Fletcher,0.0
2046,Daniel Jimenez,0.0
2047,Roque Cassiani,0.0
2048,Remigio Molina,0.0
2049,Wilfredo Vargas,0.0
2050,Jose de Jesus Garcia,0.0
2051,Francisco Arreola,0.0
2052,Enrique Jupiter,0.0
2053,Juan Gerardo Cabrera,0.0
2054,Luis Samudio,0.0
2055,Alfred Kotey,0.0
2056,Vincent Howard,0.0
2057,Catalino Becerra,0.0
2058,Cedric Mingo,0.0
2059,Rodrigo Valenzuela,0.0
2060,Darryl Pinckney,0.0
2061,Freddy Cruz,0.0
2062,Julio Gervacio,0.0
2063,Hector Ulises Chong,0.0
2064,Julian Wheeler,0.0
2065,Miguel Rodriguez,0.0
2066,Julio Cesar Portillo,0.0
2067,Julio Sanchez Leon,0.0
2068,Martin Ochoa,0.0
2069,Jose Luis Montes,0.0
2070,Israel Flores,0.0
2071,Gregorio Silva,0.0
2072,Roman Poblano,0.0
2073,Isaac Cortes,0.0
2074,Javier Quiroz,0.0
2075,Steffen Tangstad,0.0
2076,Jim MacDonald,0.0
2077,David Sears,0.0
2078,Eddie Davis,0.0
2079,Oscar Rivadeneyra,0.0
2080,Johnny Davis,0.0
2081,Jerry Celestine,0.0
2082,Vonzell Johnson,0.0
2083,Eddie Mustafa Muhammad,0.0
2084,Marvin Johnson,0.0
2085,Willie Taylor,0.0
2086,Yaqui Lopez,0.0
2087,David Conteh,0.0
2088,Ramon Ranquello,0.0
2089,Johnny Wilburn,0.0
2090,Marc Hans,0.0
2091,Eddie Phillips,0.0
2092,Gary Summerhays,0.0
2093,Ray Elson,0.0
2094,Jasper Brisbane,0.0
2095,Joe Borden,0.0
2096,Luis Rodriguez,0.0
2097,Eddie Benson,0.0
2098,Horacio Agustin Saldano,0.0
2099,Hedgemon Lewis,0.0
2100,Roger Menetrey,0.0
2101,Edmundo Leite,0.0
2102,Adolph Pruitt,0.0
2103,Ralph Charles,0.0
2104,Esteban Alfredo Osuna,0.0
2105,Jean Josselin,0.0
2106,David Melendez,0.0
2107,Pete Toro,0.0
2108,Fighting Mack,0.0
2109,Fate Davis,0.0
2110,Lennox Beckles,0.0
2111,Des Rea,0.0
2112,Leroy Roberts,0.0
2113,Peter Cobblah,0.0
2114,Herbie Lee,0.0
2115,Mike Cruz,0.0
2116,Charlie Watson,0.0
2117,Johnny DePeiza,0.0
2118,Jimmy Fields,0.0
2119,Humberto Trottman,0.0
2120,Al Grant,0.0
2121,Johnny Santos,0.0
2122,Aldolph Pruitt,0.0
2123,Eddie Perkins,0.0
2124,Giordano Campari,0.0
2125,Alfredo Urbino,0.0
2126,Eduardo Moreno,0.0
2127,Carlos Morocho Hernandez,0.0
2128,Taketeru Yoshimoto,0.0
2129,Francisco Cancio,0.0
2130,Pulga Serrano,0.0
2131,Baby Vasquez,0.0
2132,Raul Soriano,0.0
2133,Baby Gutierrez,0.0
2134,Bobby Cervantes,0.0
2135,Kid Anahuac,0.0
2136,Enrique Camarena,0.0
2137,Rolando Chico Morales,0.0
2138,Guillermo Valdez,0.0
2139,Tony Padron,0.0
2140,Bunny Grant,0.0
2141,Diwaldo Ventosa,0.0
2142,Isaac Espinosa,0.0
2143,Augusto Narvalle,0.0
2144,Cristobal Gonzalez,0.0
2145,Juan Bacallo,0.0
2146,Armando Castillo,0.0
2147,Felix Pomares,0.0
2148,Euripides Guerra,0.0
2149,Julio Rojas,0.0
2150,Mario Salazar,0.0
2151,Mario Gonzalez,0.0
2152,Eladio Santana,0.0
2153,Ivan Samuco,0.0
2154,Lupe Pintor,0.0
2155,Roberto Rubaldino,0.0
2156,Juan Meza,0.0
2157,Raul Silva,0.0
2158,Derrik Holmes,0.0
2159,Eddie Ndukwu,0.0
2160,Ruben Valdez,0.0
2161,Julio Hernandez,0.0
2162,Nelson Cruz Tamariz,0.0
2163,Nestor Carlos Jimenez,0.0
2164,Carlos Zarate,0.0
2165,Leo Cruz,0.0
2166,Sagat Petchyindee,0.0
2167,Raul Tirado,0.0
2168,Yum Dong-kyun,0.0
2169,John Meza,0.0
2170,Jose Murillo Medel,0.0
2171,Tony Rocha,0.0
2172,Alberto Davila,0.0
2173,Sak Lempthong,0.0
2174,Ric Quijano,0.0
2175,Cornell Hall,0.0
2176,Andres Hernandez,0.0
2177,Joe Guevara,0.0
2178,Cleo Garcia,0.0
2179,Jose Jimenez,0.0
2180,Antonio Da Silva,0.0
2181,Jorge Bernal,0.0
2182,Mario Hernandez,0.0
2183,Johnny Copeland,0.0
2184,Junior Varney,0.0
2185,Leo DiFiore,0.0
2186,Ivelaw Eastman,0.0
2187,Terry Rondeau,0.0
2188,Bill Whittenburg,0.0
2189,Jimmy Ligons,0.0
2190,Sugar Ramos,0.0
2191,Johnny Bizzarro,0.0
2192,Dick Divola,0.0
2193,Maurice Cullen,0.0
2194,Pete Acera,0.0
2195,Doug Vaillant,0.0
2196,Kazuo Takayama,0.0
2197,Arthur Persley,0.0
2198,Joe Brown,0.0
2199,Cisco Andrade,0.0
2200,Battling Torres,0.0
2201,Len Matthews,0.0
2202,Joey Lopes,0.0
2203,Tommy Tibbs,0.0
2204,Harry Bell,0.0
2205,Felix Chiocca,0.0
2206,Ike Vaughn,0.0
2207,Bobby Rogers,0.0
2208,Gale Kerwin,0.0
2209,Philip Kim,0.0
2210,Mickey Northrup,0.0
2211,Tommy Salem,0.0
2212,Ray Portilla,0.0
2213,Charley Titone,0.0
2214,Lem Miller,0.0
2215,Al Duarte,0.0
2216,Leroy Graham,0.0
2217,Hector Rodriguez,0.0
2218,Armand Bush,0.0
2219,Tony DeCola,0.0
2220,Jimmy DeMura,0.0
2221,Juan Pacheco,0.0
2222,Danny Roberts,0.0
2223,Morris Hodnett,0.0
2224,Sam Wilson,0.0
2225,Ariel Conde,0.0
2226,Harry Daniels,0.0
2227,Paul Whittaker,0.0
2228,Kevin Moley,0.0
2229,Danny Chapman,0.0
2230,Mauricio Bravo,0.0
2231,Stacy McSwain,0.0
2232,Tony Cerda,0.0
2233,Carlos Santos,0.0
2234,Maurice Hope,0.0
2235,Johnny Turner,0.0
2236,Vernon Lewis,0.0
2237,Ray Chavez Guerrero,0.0
2238,Easy Boy Lake,0.0
2239,Roberto Gonzalez,0.0
2240,Melvin Dennis,0.0
2241,Tony Petronelli,0.0
2242,Omar Ruben Realecio,0.0
2243,Marcelino Alicia,0.0
2244,Young Woodall,0.0
2245,Eyue Jeudy,0.0
2246,Santos Solis,0.0
2247,Wilbur Seales,0.0
2248,Francisco Rodriguez,0.0
2249,Lawrence Hafey,0.0
2250,Terry Summerhays,0.0
2251,Al Hughes,0.0
2252,Carlos Crispin,0.0
2253,Ives St Jean,0.0
2254,Juan Disla,0.0
2255,Victor Mangual,0.0
2256,Roberto Flanders,0.0
2257,Joe York,0.0
2258,Hector Amadis,0.0
2259,Jesse Torres,0.0
2260,Hiram Santiago,0.0
2261,Kim Sung-jun,0.0
2262,Orlando Maldonado,0.0
2263,Antonio Avelar,0.0
2264,Facomron Vibonchai,0.0
2265,Shoji Oguma,0.0
2266,Martin Vargas,0.0
2267,Kimio Furesawa,0.0
2268,Luis Reyes Arnal,0.0
2269,Orlando Javierto,0.0
2270,Susumu Hanagata,0.0
2271,Francisco Marquez,0.0
2272,Jiro Takada,0.0
2273,Lupe Madera,0.0
2274,Ricardo Delgado,0.0
2275,Alberto Morales,0.0
2276,Pablito Jimenez,0.0
2277,Manuel Montiel,0.0
2278,Tony Moreno,0.0
2279,Chamaco Rodriguez,0.0
2280,Luis Enrique Garcia,0.0
2281,Rudy Billones,0.0
2282,Jose Antonio Corral,0.0
2283,Jose Luis Valencia,0.0
2284,Armando Villa,0.0
2285,Jose Vargas,0.0
2286,Rocky Garcia,0.0
2287,Luis Carlos Urrunaga,0.0
2288,Roberto Alvarez,0.0
2289,Domingo Ledezma,0.0
2290,Pedro Lopez,0.0
2291,Mario Garcia,0.0
2292,Gavilan Martinez,0.0
2293,Jose Luis Cetina,0.0
2294,Tigre Bracamonte,0.0
2295,Marcus Gomez,0.0
2296,Francisco Montalvo,0.0
2297,Pedro Martinez,0.0
2298,Jose Medrano,0.0
2299,Arturo Velazquez,0.0
2300,Vicente Pool,0.0
2301,Alex Basilio,0.0
2302,Baby Albornoz,0.0
2303,Rudy Granados,0.0
2304,Al Bolden,0.0
2305,Harold Carter,0.0
2306,Bill Hardney,0.0
2307,Pierre Fourie,0.0
2308,Chris Finnegan,0.0
2309,Mike Quarry,0.0
2310,Brian Kelly,0.0
2311,Tommy Hicks,0.0
2312,Vernon McIntosh,0.0
2313,Hal Carroll,0.0
2314,Mark Tessman,0.0
2315,Levan Roundtree,0.0
2316,Eddie Vick,0.0
2317,Sonny Moore,0.0
2318,Henry Matthews,0.0
2319,Eddie Cotton,0.0
2320,LeRoy Green,0.0
2321,Dave Russell,0.0
2322,Bobby Rascon,0.0
2323,Norman Letcher,0.0
2324,Don Quinn,0.0
2325,Allen Thomas,0.0
2326,Dave Bailey,0.0
2327,Curtis Bruce,0.0
2328,Richard Benjamin,0.0
2329,Bert Whitehurst,0.0
2330,Billy Tisdale,0.0
2331,Clarence Floyd,0.0
2332,Ernie Knox,0.0
2333,Floyd McCoy,0.0
2334,Ray Bryan,0.0
2335,Billy Johnson,0.0
2336,Clarence Ryan,0.0
2337,Duke Williams,0.0
2338,Jose Arias,0.0
2339,Adailton de Jesus,0.0
2340,Freudis Rojas,0.0
2341,Sammy Ventura,0.0
2342,Mzonke Fana,0.0
2343,Paulie Ayala,0.0
2344,Kevin Kelley,0.0
2345,Johnny Tapia,0.0
2346,Enrique Sanchez,0.0
2347,Naseem Hamed,0.0
2348,Jesus Salud,0.0
2349,Jose Luis Valbuena,0.0
2350,Luiz Freitas,0.0
2351,Pastor Humberto Maurin,0.0
2352,Paul Lloyd,0.0
2353,Richie Wenton,0.0
2354,Pedro Javier Torres,0.0
2355,Geronimo Cardoz,0.0
2356,Angel Rosario,0.0
2357,Jesse Magana,0.0
2358,Jesse Benavides,0.0
2359,Kennedy McKinney,0.0
2360,Eddie Croft,0.0
2361,Maui Diaz,0.0
2362,Frank Toledo,0.0
2363,Eddie Cook,0.0
2364,Jesus Sarabia,0.0
2365,Israel Gonzalez Bringas,0.0
2366,Miguel Espinoza,0.0
2367,Carlos Gabriel Salazar,0.0
2368,Justo Zuniga,0.0
2369,Alejandro Sanabria,0.0
2370,Eduardo Ramirez,0.0
2371,Elidio Dominguez,0.0
2372,Noe Santillana,0.0
2373,Facundo Rodriguez,0.0
2374,Ivan Salazar,0.0
2375,Esteban Ayala,0.0
2376,Abner Barajas,0.0
2377,Jose Felix Montiel,0.0
2378,Josefino Suarez,0.0
2379,Miguel Pina,0.0
2380,Javier Diaz,0.0
2381,Sergio Aguila,0.0
2382,Jaime Rojas,0.0
2383,Juan Facundo Lopez,0.0
2384,Abel Hinojosa,0.0
2385,Esteban Rodriguez,0.0
2386,Jose Yanez,0.0
2387,Sebastian Amica,0.0
2388,Federico Lara,0.0
2389,Oscar Granados,0.0
2390,Ignacio Jacome,0.0
2391,David Felix,0.0
2392,Zolani Petelo,0.0
2393,Ratanapol Sor Vorapin,0.0
2394,Will Grigsby,0.0
2395,Alex Sanchez,0.0
2396,Mongkol Charoen,0.0
2397,Myung-Sup Park,0.0
2398,Morgan Ndumo,0.0
2399,Kitichai Preecha,0.0
2400,Edito “Ala” Villamor,0.0
2401,Andy Tabanas,0.0
2402,Yamil Caraballo,0.0
2403,Javier Varguez,0.0
2404,Surachai Saengmorakot,0.0
2405,Kermin Guardia,0.0
2406,Manny Melchor,0.0
2407,Toto Pongsawang,0.0
2408,Saman Sorjaturong,0.0
2409,Kwang-Soo Oh,0.0
2410,Rocky Lin,0.0
2411,Singprasert Kittikasem,0.0
2412,Pretty Boy Lucas,0.0
2413,Kyung-Yun Lee,0.0
2414,Kimio Hirano,0.0
2415,Hideyuki Ohashi,0.0
2416,Francisco Montiel,0.0
2417,Jorge Rivera,0.0
2418,Jose Luis Zepeda,0.0
2419,Raymundo Ricardo Mendoza,0.0
2420,Abel Andres,0.0
2421,Jorge Torres,0.0
2422,Javier Juarez,0.0
2423,Ubaldo Gonzalez,0.0
2424,Ismael Benitez,0.0
2425,Evaristo Morales,0.0
2426,Fermin Rivera,0.0
2427,Javier Alonso,0.0
2428,Alex Mollado,0.0
2429,Herminio Ramirez,0.0
2430,Jorge Flores,0.0
2431,Santiago Huizar,0.0
2432,Reyes Mendez,0.0
2433,Narciso Panchi,0.0
2434,Manuel Martinez,0.0
2435,Javier Dominguez,0.0
2436,Sebastian Reyes,0.0
2437,Antonio Arciniega,0.0
2438,Dave Hilton,0.0
2439,Mike Padgett,0.0
2440,Bobby Cassidy,0.0
2441,J C Ponder,0.0
2442,Baby Boy Rolle,0.0
2443,Joe Cokes,0.0
2444,Porter Rolle,0.0
2445,David Beckles,0.0
2446,Eddie Owens,0.0
2447,Joe Shaw,0.0
2448,Rudy Rodriguez,0.0
2449,Carl Moore,0.0
2450,Candy McFarland,0.0
2451,Phil Robinson,0.0
2452,Jimmy Lester,0.0
2453,Manuel Alvarez,0.0
2454,Juarez de Lima,0.0
2455,Tommy Caldwell,0.0
2456,George Benton,0.0
2457,Joey Limas,0.0
2458,Fred McWilliams,0.0
2459,Joe Louis Murphy,0.0
2460,Cecil Mott,0.0
2461,Johnny Morris,0.0
2462,Jose Assuncao,0.0
2463,Memo Ayon,0.0
2464,Rip Randall,0.0
2465,John Henry Smith,0.0
2466,Jesse Smith,0.0
2467,Holley Mims,0.0
2468,Wilbert McClure,0.0
2469,Joey Giambra,0.0
2470,Mel Collins,0.0
2471,Santiago Gutierrez,0.0
2472,Ernest Burford,0.0
2473,Ricardo Falech,0.0
2474,Luis Federico Thompson,0.0
2475,Guy Sumlin,0.0
2476,Alfredo Cota,0.0
2477,Alvaro Gutierrez,0.0
2478,Johnny Gonsalves,0.0
2479,Lyle Mackin,0.0
2480,Basil Campbell,0.0
2481,Virgil Akins,0.0
2482,Chico Vejar,0.0
2483,Carl Hubbard,0.0
2484,Garnet Hart,0.0
2485,Larry Baker,0.0
2486,Rudell Stitch,0.0
2487,Cecil Shorts,0.0
2488,Joe Miceli,0.0
2489,Juan Padilla,0.0
2490,Charley Scott,0.0
2491,Tony Armenteros,0.0
2492,Rolando Rodriguez,0.0
2493,Guillermo Diaz,0.0
2494,Vicente Reyes,0.0
2495,Pablo Cardenas,0.0
2496,Julian Yanez,0.0
2497,Francisco Lorenzo,0.0
2498,Willie Limond,0.0
2499,Jose Alfaro,0.0
2500,Guty Espadas Jr,0.0
2501,In-Jin Chi,0.0
2502,Rodney Jones,0.0
2503,Mike Juarez,0.0
2504,Wayne McCullough,0.0
2505,Juan Carlos Ramirez,0.0
2506,Angel Chacon,0.0
2507,Jose Luis Bueno,0.0
2508,John Lowey,0.0
2509,Daniel Zaragoza,0.0
2510,Concepcion Velasquez,0.0
2511,Robbie Lovato,0.0
2512,Hector Acero Sanchez,0.0
2513,Lee Cargle,0.0
2514,Rudy Bradley,0.0
2515,Kenny Mitchell,0.0
2516,Enrique Angeles,0.0
2517,Alberto Martinez,0.0
2518,Juan Luis Torres,0.0
2519,Armando Castro,0.0
2520,Ricky Hernandez,0.0
2521,Jose Valdez,0.0
2522,Ramon Magana,0.0
2523,Idelfonso Bernal,0.0
2524,Julio Cesar Cardona,0.0
2525,Isidro Nolasco,0.0
2526,Paul Olvera,0.0
2527,Alfonso Mota,0.0
2528,Jaime Abrica,0.0
2529,Jose Alvarez,0.0
2530,Marco Tovar,0.0
2531,Oscar Maldonado,0.0
2532,Jaime Rodriguez,0.0
2533,Jose Orejel,0.0
2534,Gabriel Ruelas,0.0
2535,Calvin Grove,0.0
2536,Daniyal Mustapha Ennin,0.0
2537,Jim McDonnell,0.0
2538,Sidnei Dal Rovere,0.0
2539,Lupe Suarez,0.0
2540,Marcos Villasana,0.0
2541,Juvenal Ordenes,0.0
2542,Kabiru Akindele,0.0
2543,Alberto Collazo,0.0
2544,Alvin Fowler,0.0
2545,Ricky Wallace,0.0
2546,Irving Mitchell,0.0
2547,Mukaila Bukare,0.0
2548,Charm Chiteule,0.0
2549,Brian Roberts,0.0
2550,Don George,0.0
2551,Aziza Bossou,0.0
2552,Joe Skipper,0.0
2553,David Capo,0.0
2554,Abdul Rahman Optoki,0.0
2555,Henry Saddler,0.0
2556,Nii Nuer,0.0
2557,Billy Kwame,0.0
2558,David Tua,0.0
2559,Michael Grant,0.0
2560,Zeljko Mavrovic,0.0
2561,Henry Akinwande,0.0
2562,Justin Fortune,0.0
2563,Lionel Butler,0.0
2564,Phil Jackson,0.0
2565,Frank Bruno,0.0
2566,Tony Tucker,0.0
2567,Donovan Ruddock,0.0
2568,Mike Dixon,0.0
2569,Derek Williams,0.0
2570,Levi Billups,0.0
2571,Tyrell Biggs,0.0
2572,Glenn McCrory,0.0
2573,Gary Mason,0.0
2574,Jean-Maurice Chanet,0.0
2575,Mike Acey,0.0
2576,Dan Murphy,0.0
2577,Jorge Dascola,0.0
2578,Michael Simuwelu,0.0
2579,Calvin Jones,0.0
2580,Noel Quarless,0.0
2581,Greg Gorrell,0.0
2582,Melvin Epps,0.0
2583,Steve Garber,0.0
2584,Andrew Gerrard,0.0
2585,Bruce Johnson,0.0
2586,Al Malcolm,0.0
2587,Mike Sheppard,0.0
2588,Matt Legg,0.0
2589,Kenny Lemos,0.0
2590,Damon Reed,0.0
2591,Matthew Greer,0.0
2592,Danny Batchelder,0.0
2593,Dominick Guinn,0.0
2594,Rydell Booker,0.0
2595,Vassiliy Jirov,0.0
2596,Jason Robinson,0.0
2597,Michael Rush,0.0
2598,Sione Asipeli,0.0
2599,Wesley Martin,0.0
2600,Courtney Butler,0.0
2601,Terry McGroom,0.0
2602,Ramon Garbey,0.0
2603,Terry Porter,0.0
2604,Steve Little,0.0
2605,Duran Williams,0.0
2606,Charles Oliver,0.0
2607,Richard Mason,0.0
2608,Greg Everett,0.0
2609,Ernest Mateen,0.0
2610,Anthony Hembrick,0.0
2611,Charles Williams,0.0
