rank,boxer,score
2609,Tim Littles,0.0
2610,Larry Prather,0.0
2611,Ricky Thomas,0.0
2612,Govoner Chavers,0.0
2613,Dave Tiberi,0.0
2614,Francesco DellAquila,0.0
2615,Alberto Gonzalez,0.0
2616,Carlos Silva,0.0
2617,Kevin Brazier,0.0
2618,Ricardo Bryant,0.0
2619,Horacio Rene Brandan,0.0
2620,Jose Luis Esteven,0.0
2621,Toby Tyler,0.0
2622,Philip Morefield,0.0
2623,Danny Thomas,0.0
2624,Joe Johnson,0.0
2625,Robert Clinton,0.0
2626,Ricardo Simpson,0.0
2627,Joe Summers,0.0
2628,Lemark Davis,0.0
2629,Mark Stephens,0.0
2630,Steve Chaney,0.0
2631,Arthur Willis,0.0
2632,Sammy Jenkins,0.0
2633,Carl Penn,0.0
2634,Ronnie Yoe,0.0
2635,Stephen Lee,0.0
2636,Ali Saidi,0.0
2637,Carl Jones,0.0
2638,Jeff Harding,0.0
2639,Randall Yonker,0.0
2640,Ramzi Hassan,0.0
2641,Nicky Walker,0.0
2642,Carlos Cruzat,0.0
2643,Frank Minton,0.0
2644,Michael Watson,0.0
2645,Steve Collins,0.0
2646,Herol Graham,0.0
2647,Donald Curry,0.0
2648,Milton McCrory,0.0
2649,Leroy Hester,0.0
2650,Said Skouma,0.0
2651,Irving Hines,0.0
2652,Julian Jackson,0.0
2653,Jimmy Shavers,0.0
2654,David Braxton,0.0
2655,Marcos Martinez,0.0
2656,Sean Mannion,0.0
2657,Hasim Razzaq,0.0
2658,Manuel Jiminez,0.0
2659,Jose Vallejo,0.0
2660,Tony Suero,0.0
2661,Carlos Betancourt,0.0
2662,Kevin Perry,0.0
2663,Gilberto Almonte,0.0
2664,Greg Young,0.0
2665,Ed Harris,0.0
2666,Tirso Roque,0.0
2667,Bruce Strauss,0.0
2668,Freddie Creech,0.0
2669,Charles Smith,0.0
2670,Shelby Wilkerson,0.0
2671,Ricky Sheppard,0.0
2672,Rocky Fabrizio,0.0
2673,Rigoberto Lopez,0.0
2674,Tomas Quinones,0.0
2675,Jorge Romero,0.0
2676,Tomas Rodriguez,0.0
2677,Jorge Lujan,0.0
2678,Angel Mayor,0.0
2679,Jose Caba,0.0
2680,Bashew Sibaca,0.0
2681,Sa Wang Kim,0.0
2682,Juan Domingo Malvarez,0.0
2683,Spider Nemoto,0.0
2684,Johnny Aba,0.0
2685,Hector Carrasquilla,0.0
2686,Cecilio Lastra,0.0
2687,Rodolfo Francis,0.0
2688,Reynaldo Hidalgo,0.0
2689,Orlando Amores,0.0
2690,Guillermo Almengot,0.0
2691,Marcos Britton,0.0
2692,Benicio Sosa,0.0
2693,Ernesto Mathias,0.0
2694,Senen Rios,0.0
2695,Ernesto Davis,0.0
2696,Ricardo Vega,0.0
2697,Loitolier Chacon,0.0
2698,Julio Garcia,0.0
2699,Clifford Etienne,0.0
2700,Julius Francis,0.0
2701,Bruce Seldon,0.0
2702,Buster Mathis Jr,0.0
2703,Peter McNeeley,0.0
2704,Tony Tubbs,0.0
2705,Alfonso Ratliff,0.0
2706,Lorenzo Boyd,0.0
2707,William Hosea,0.0
2708,Reggie Gross,0.0
2709,Sammy Scaff,0.0
2710,Conroy Nelson,0.0
2711,Eddie Richardson,0.0
2712,Sterling Benjamin,0.0
2713,Robert Colay,0.0
2714,Donnie Long,0.0
2715,Michael Johnson,0.0
2716,Lorenzo Canady,0.0
2717,Larry Sims,0.0
2718,John Alderson,0.0
2719,Ricardo Spain,0.0
2720,Don Halpin,0.0
2721,Trent Singleton,0.0
2722,Hector Mercedes,0.0
2723,Johnny Famechon,0.0
2724,Howard Winstone,0.0
2725,Mitsunori Seki,0.0
2726,Floyd Robertson,0.0
2727,Raul Rojas,0.0
2728,Delfino Rosales,0.0
2729,Eduardo Guerrero,0.0
2730,Juan Ramirez,0.0
2731,Felix Gutierrez,0.0
2732,Beresford Francis,0.0
2733,Dwight Hawkins,0.0
2734,Luis Hernandez,0.0
2735,Jorge Salazar,0.0
2736,Jose Lopez,0.0
2737,Alberto Soto,0.0
2738,Indio Fernandez,0.0
2739,Genaro Gonzalez,0.0
2740,Juan Zavala,0.0
2741,Rosendo Martinez,0.0
2742,Ernesto Beltran,0.0
2743,Juan Rodriguez,0.0
2744,Jose Luis Mora,0.0
2745,Babe Lopez,0.0
2746,Eduardo Meza,0.0
2747,Frijol Gonzalez,0.0
2748,Baby Palacios,0.0
2749,Israil Madrimov,0.0
2750,Egidijus Kavaliauskas,0.0
2751,Jose Benavidez Jr,0.0
2752,Julius Indongo,0.0
2753,Felix Diaz,0.0
2754,Viktor Postol,0.0
2755,Hank Lundy,0.0
2756,Dierry Jean,0.0
2757,Thomas Dulorme,0.0
2758,Ray Beltran,0.0
2759,Yuriorkis Gamboa,0.0
2760,Ricky Burns,0.0
2761,Andrey Klimov,0.0
2762,Breidis Prescott,0.0
2763,Sidney Siqueira,0.0
2764,Hardy Paredes,0.0
2765,David Rodela,0.0
2766,Andre Gorges,0.0
2767,Angel Rios,0.0
2768,Derrick Campos,0.0
2769,Anthony Mora,0.0
2770,Ron Boyd,0.0
2771,Marty Robbins,0.0
2772,Corey Sommerville,0.0
2773,Steve Marquez,0.0
2774,Miguel Delgado,0.0
2775,Lucas Rodas,0.0
2776,Michael Williams,0.0
2777,Aaron Anderson,0.0
2778,Damon Antoine,0.0
2779,Filiberto Nieto,0.0
2780,Brian Cummings,0.0
2781,Jimmy Ramos,0.0
2782,Yoshiaki Akasaka,0.0
2783,Milo Calhoun,0.0
2784,Manfred Graus,0.0
2785,Renato Moraes,0.0
2786,Pascal Di Benedetto,0.0
2787,Jupp Elze,0.0
2788,Clarence James,0.0
2789,Sandro Mazzinghi,0.0
2790,James Shelton,0.0
2791,Luis Folledo,0.0
2792,Daniel Leullier,0.0
2793,Dick Knight,0.0
2794,Mick Leahy,0.0
2795,Tommaso Truppi,0.0
2796,Juan Carlos Duran,0.0
2797,Aristeo Chavarin,0.0
2798,Abrao De Souza,0.0
2799,Fabio Bettini,0.0
2800,Jimmy Beecham,0.0
2801,Michel Diouf,0.0
2802,Luis Gutierrez,0.0
2803,Jackie Cailleau,0.0
2804,Wilhelm Niederau,0.0
2805,Francesco Fiori,0.0
2806,Tony Montano,0.0
2807,Georges Estatoff,0.0
2808,Giampaolo Melis,0.0
2809,Diego Infantes,0.0
2810,Giuseppe Gentiletti,0.0
2811,Mahmout le Noir,0.0
2812,Gino Rossi,0.0
2813,Heinz Freytag,0.0
2814,Hector Constance,0.0
2815,Jim Hegerle,0.0
2816,Gianni Lommi,0.0
2817,Manfred Haas,0.0
2818,Jose Riquelme,0.0
2819,George Aldridge,0.0
2820,Giuseppe Catalano,0.0
2821,Jesse Jones,0.0
2822,Angelo Brisci,0.0
2823,Retmia Mahrez,0.0
2824,Marc Desforneaux,0.0
2825,Henri Cabelduc,0.0
2826,Michel Francois,0.0
2827,Daniel Brunet,0.0
2828,Pierre Mondino,0.0
2829,Nic Maric,0.0
2830,Sahib Mosri,0.0
2831,Ben Ali Allala,0.0
2832,Nicola Sammartino,0.0
2833,William Scull,0.0
2834,Erislandy Lara,0.0
2835,Alfredo Angulo,0.0
2836,Josesito Lopez,0.0
2837,Alfonso Gomez,0.0
2838,Ryan Rhodes,0.0
2839,Matthew Hatton,0.0
2840,Lovemore Ndou,0.0
2841,Luciano Leonel Cuello,0.0
2842,Jose Cotto,0.0
2843,Brian Camechis,0.0
2844,Lanardo Tyner,0.0
2845,Marat Khuzeev,0.0
2846,Jefferson Goncalo,0.0
2847,Michel Rosales,0.0
2848,Euri Gonzalez,0.0
2849,Antonio Fitch,0.0
2850,Raul Pinzon,0.0
2851,Larry Mosley,0.0
2852,Carlos Adan Jerez,0.0
2853,Miguel Vazquez,0.0
2854,Francisco Villanueva,0.0
2855,Gabriel Martinez,0.0
2856,Axel Rodrigo Solis,0.0
2857,Sean Holley,0.0
2858,Ricardo Cano,0.0
2859,Christian Solano,0.0
2860,Victor Marquez,0.0
2861,Ivan Illescas,0.0
2862,Javier Martinez,0.0
2863,Pablo Alvarado,0.0
2864,Abraham Gonzalez,0.0
2865,Roger Choate,0.0
2866,Darryl Jones,0.0
2867,Herminio Morales,0.0
2868,Gary Hinton,0.0
2869,Nick Furlano,0.0
2870,Kim Sang-hyun,0.0
2871,Akio Kameda,0.0
2872,Miguel Montilla,0.0
2873,Dujuan Johnson,0.0
2874,Lennox Blackmoore,0.0
2875,Gaetan Hart,0.0
2876,Danny Myers,0.0
2877,Carl Crowley,0.0
2878,Leonidas Asprilla,0.0
2879,Julio Valdez,0.0
2880,Juan Garcia,0.0
2881,Alfonso Frazer,0.0
2882,Al Ford,0.0
2883,Freddie Harris,0.0
2884,Norman Goins,0.0
2885,Marion Thomas,0.0
2886,Scotty Foreman,0.0
2887,Al Franklin,0.0
2888,Ron Pettigrew,0.0
2889,Robert Tijernia,0.0
2890,Angel Cintron,0.0
2891,Johnny Summerhays,0.0
2892,Melvin Young,0.0
2893,Jose Resto,0.0
2894,Nick Wills,0.0
2895,Harvey Wilson,0.0
2896,Larry Moore,0.0
2897,Larry Smith,0.0
2898,Shunkichi Suemitsu,0.0
2899,Tatsunao Mitsuyama,0.0
2900,Chico Andrade,0.0
2901,Kenji Iwata,0.0
2902,Munchai Rorfortor,0.0
2903,Fujio Mikami,0.0
2904,Vicente Milan Derado,0.0
2905,Percy Hayles,0.0
2906,Kang-Il Suh,0.0
2907,Frankie Narvaez,0.0
2908,Rene Barrientos,0.0
2909,Takashi Matsumoto,0.0
2910,Love Allotey,0.0
2911,Tsunetomi Miyamoto,0.0
2912,Johnny Bizzaro,0.0
2913,Isarasak Puntainorasing,0.0
2914,Auburn Copeland,0.0
2915,Somkiat Kiatmuangyom,0.0
2916,Sergio Caprari,0.0
2917,Sakuji Shinozawa,0.0
2918,Harold Gomes,0.0
2919,Hachiro Ito,0.0
2920,Bert Somodio,0.0
2921,Isami Ikeyama,0.0
2922,Hisao Kobayashi,0.0
2923,Sonny Leon,0.0
2924,Teddy Davis,0.0
2925,Takeo Sugimori,0.0
2926,Kiyoaki Nakanishi,0.0
2927,Keiichi Ishikawa,0.0
2928,Ike Chestnut,0.0
2929,Javellana Kid,0.0
2930,Hiroshi Okawa,0.0
2931,Salika Yontrakit,0.0
2932,Hideto Kobayashi,0.0
2933,Hidemi Wada,0.0
2934,Luke Sandoval,0.0
2935,Dave Gallardo,0.0
2936,Cecil Schoonmaker,0.0
2937,Gil Velarde,0.0
2938,Chico Rosa,0.0
2939,Cleo Lane,0.0
2940,Severino Fuentes,0.0
2941,Katsumi Kosaka,0.0
2942,Yoichi Hayashi,0.0
2943,Roy Higa,0.0
2944,Noboru Tanaka,0.0
2945,Al Cruz,0.0
2946,Willie Brown,0.0
2947,Hiroshi Horiguchi,0.0
2948,Tanny Campo,0.0
2949,Paulito Escarlan,0.0
2950,Benny Escobar,0.0
2951,Tenejeros Boy,0.0
2952,Lucky Strike,0.0
2953,Star Flores,0.0
2954,Little Patilla,0.0
2955,Fighting Chavez,0.0
2956,Star Mercado,0.0
2957,Kid Santos,0.0
2958,Mike Sanchez,0.0
2959,Young Basiliano,0.0
2960,Kid Gonzaga,0.0
2961,Ryota Murata,0.0
2962,Kamil Szeremeta,0.0
2963,Sergiy Derevyanchenko,0.0
2964,Steve Rolls,0.0
2965,Vanes Martirosyan,0.0
2966,Dominic Wade,0.0
2967,David Lemieux,0.0
2968,Martin Murray,0.0
2969,Daniel Geale,0.0
2970,Osumanu Adama,0.0
2971,Curtis Stevens,0.0
2972,Nobuhiro Ishida,0.0
2973,Gabriel Rosado,0.0
2974,Grzegorz Proksa,0.0
2975,Makoto Fuchigami,0.0
2976,Lajuan Simon,0.0
2977,Kassim Ouma,0.0
2978,Nilson Julio Tapia,0.0
2979,Milton Nunez,0.0
2980,Mikhail Makarov,0.0
2981,John Anderson Carvalho,0.0
2982,Anthony Greenidge,0.0
2983,Javier Alberto Mamani,0.0
2984,Malik Dziarra,0.0
2985,Amar Amari,0.0
2986,Ibrahim Sid,0.0
2987,Ian Gardner,0.0
2988,Tshepo Mashego,0.0
2989,Mehdi Bouadla,0.0
2990,Sergey Khomitsky,0.0
2991,Simon Mokoena,0.0
2992,Sylvain Gomis,0.0
2993,Jorge Ariel Garcia,0.0
2994,Martins Kukulis,0.0
2995,Daniel Urbanski,0.0
2996,Sergei Navarka,0.0
2997,Gabor Balogh,0.0
2998,David Griman,0.0
2999,Je Suk Park,0.0
3000,Ernesto Ford,0.0
3001,Yong Kang Kim,0.0
3002,Shunichi Nakajima,0.0
3003,Ari Blanca,0.0
3004,Kenji Matsumura,0.0
3005,Alberto Castro,0.0
3006,Chang Tae-il,0.0
3007,Choi Chang-ho,0.0
3008,Jun Llano,0.0
3009,Kap Sup Song,0.0
3010,Kongtoranee Payakaroon,0.0
3011,Byung-Kwan Chung,0.0
3012,Chung Sup Chun,0.0
3013,Ellyas Pical,0.0
3014,Israel Contreras,0.0
3015,Edgar Monserrat,0.0
3016,Rafael Orono,0.0
3017,Dong Chun Lee,0.0
3018,Eusebio Espinal,0.0
3019,Young Ri Moon,0.0
3020,Val de Vera,0.0
3021,Jae Sung Uhm,0.0
3022,Joe Shiranui,0.0
3023,Gil Ragas,0.0
3024,Park Chan-yong,0.0
3025,Luis Ibanez,0.0
3026,Marciano Sekiyama,0.0
3027,Mun Kyun Joo,0.0
3028,Willie Jensen,0.0
3029,Adan Uribe,0.0
3030,Agus Suyanto,0.0
3031,Ali Formentera,0.0
3032,Yu-Ok Joo,0.0
3033,Katsuyuki Ohashi,0.0
3034,Sakdisamai Chorsirirat,0.0
3035,Tsuguyuki Toma,0.0
3036,Phichitsuk Korusayarm,0.0
3037,Thanee Singchaowal,0.0
3038,Tordsakdi Pornthavee,0.0
3039,Prasong Sithkempetch,0.0
3040,Sentiang Sithkempetch,0.0
3041,Pook Sritam,0.0
3042,Phonpichit SorSermphong,0.0
3043,Thongnoi Porntawee,0.0
3044,Yodpetch Porntawee,0.0
3045,Steve Forbes,0.0
3046,Ricardo Mayorga,0.0
3047,Javier Castillejo,0.0
3048,Derrell Coley,0.0
3049,Ike Quartey,0.0
3050,Patrick Charpentier,0.0
3051,John Molina,0.0
3052,John Avila,0.0
3053,Giorgio Campanella,0.0
3054,Jimmi Bredahl,0.0
3055,Narciso Valenzuela,0.0
3056,Renaldo Carter,0.0
3057,Troy Dorsey,0.0
3058,Frank Avelar,0.0
3059,Mike Grable,0.0
3060,Jeff Mayweather,0.0
3061,Curtis Strong,0.0
3062,Paris Alexander,0.0
3063,Clifford Hicks,0.0
3064,Lamar Williams,0.0
3065,Bryant Jennings,0.0
3066,Kubrat Pulev,0.0
3067,Alex Leapai,0.0
3068,Alexander Povetkin,0.0
3069,Francesco Pianeta,0.0
3070,Mariusz Wach,0.0
3071,Tony Thompson,0.0
3072,David Haye,0.0
3073,Eddie Chambers,0.0
3074,Ruslan Chagaev,0.0
3075,Ray Austin,0.0
3076,Calvin Brock,0.0
3077,Eliseo Castillo,0.0
3078,DaVarryl Williamson,0.0
3079,Danell Nicholson,0.0
3080,Fabio Eduardo Moli,0.0
3081,Jameel McCline,0.0
3082,Charles Shufford,0.0
3083,Derrick Jefferson,0.0
3084,Monte Barrett,0.0
3085,David Bostice,0.0
3086,Paea Wolfgramm,0.0
3087,Lajos Eros,0.0
3088,Joseph Chingangu,0.0
3089,Zoran Vujicic,0.0
3090,Donnell Wingfield,0.0
3091,Eli Dixon,0.0
3092,Steve Pannell,0.0
3093,Carlos Monroe,0.0
3094,Najee Shaheed,0.0
3095,Cody Koch,0.0
3096,Marcus McIntyre,0.0
3097,Derrick Lampkins,0.0
3098,Ladislav Husarik,0.0
3099,Jerry Halstead,0.0
3100,Marcos Gonzalez,0.0
3101,James Pritchard,0.0
3102,Biko Botowamungu,0.0
3103,Gilberto Williamson,0.0
3104,Salvador Maciel,0.0
3105,Paul Ashley,0.0
3106,Mark Wills,0.0
3107,Troy Weida,0.0
3108,Bill Corrigan,0.0
3109,Exum Speight,0.0
3110,Fabian Meza,0.0
3111,Patrick Lopez,0.0
3112,Luis Collazo,0.0
3113,Jose Luis Cruz,0.0
3114,David Estrada,0.0
3115,Adrian Stone,0.0
3116,Antonio Diaz,0.0
3117,John Brown,0.0
3118,Golden Johnson,0.0
3119,Wilfredo Ruiz,0.0
3120,Demetrio Ceballos,0.0
3121,Manuel Gomez,0.0
3122,Philip Holiday,0.0
3123,Michael Smith,0.0
3124,Elias Quiroz,0.0
3125,Joseph Murray,0.0
3126,Ramon Felix,0.0
3127,Mike Bryan,0.0
3128,Mauricio Aceves,0.0
3129,Jose Luis Madrid,0.0
3130,Louis Ramirez,0.0
3131,John Bryant,0.0
3132,Lorenzo Garcia,0.0
3133,Oscar Lopez,0.0
3134,Paulino Gonzalez,0.0
3135,Juan Manuel Aranda,0.0
3136,Miguel Pena,0.0
3137,Roberto Urias,0.0
3138,Pey Castillo,0.0
3139,Arnulfo Villa,0.0
3140,Greg Puente,0.0
3141,Hacine Cherifi,0.0
3142,Mamadou Thiam,0.0
3143,David Reid,0.0
3144,Hugo Pineda,0.0
3145,Mahenge Zulu,0.0
3146,Troy Waters,0.0
3147,Kevin Lueshing,0.0
3148,Ray Lovato,0.0
3149,Larry Barnes,0.0
3150,Roger Turner,0.0
3151,Luis Ramon Campas,0.0
3152,Anthony Stephens,0.0
3153,Luis Garcia,0.0
3154,Maurice Blocker,0.0
3155,Colin Tomlinson,0.0
3156,Pedro Aguirre,0.0
3157,Henry Hughes,0.0
3158,Joseph Alexander,0.0
3159,Raul Gonzalez,0.0
3160,Lorenzo Bouie,0.0
3161,Darren McGrew,0.0
3162,Manuel Salas,0.0
3163,Felix Vasquez,0.0
3164,Noe Rivera,0.0
3165,Luis Felipe Perez,0.0
3166,Valentin Ocasio,0.0
3167,Jose Vilarino,0.0
3168,Omar Victoriano Alegre,0.0
3169,William Lopez,0.0
3170,Israel Ponce,0.0
3171,Angel Romero,0.0
3172,Yuichi Hosono,0.0
3173,Kajkong Danphuthai,0.0
3174,Leo Gamez,0.0
3175,Hisashi Tokushima,0.0
3176,Kenbun Taiho,0.0
3177,Mario Alberto Demarco,0.0
3178,Katsumi Komiyama,0.0
3179,Udin Baharudin,0.0
3180,Putt Ohyuthanakorn,0.0
3181,Jose De Jesus,0.0
3182,Willy Salazar,0.0
3183,Rodolfo Blanco,0.0
3184,Benedicto Murillo,0.0
3185,Eduardo Tunon,0.0
3186,Tomohiro Kiyuna,0.0
3187,Joey Olivo,0.0
3188,Son Oh-kong,0.0
3189,Tubagus Jaya,0.0
3190,Edwin Inocencio,0.0
3191,Jung Bi-won,0.0
3192,Little Baguio,0.0
3193,Lim Ha-shik,0.0
3194,Ahn Rae-ki,0.0
3195,Park Kyung-shik,0.0
3196,Kim Ki-young,0.0
3197,Kim Ki-chang,0.0
3198,Park Hyo-yong,0.0
3199,Yun Man-sok,0.0
3200,Kim Ki-soo,0.0
3201,Moon Yun-lee,0.0
3202,Kwon Joo-ho,0.0
3203,Jang Young-chang,0.0
3204,Lee Joo-young,0.0
3205,Choi Byung-bum,0.0
3206,Sergio Alvarez,0.0
3207,Amancio Castro,0.0
3208,Kwang Min Kim,0.0
3209,Norman Sekgapane,0.0
3210,Tongta Kiatvayupakdi,0.0
3211,Adriano Marrero,0.0
3212,Carlos Maria Gimenez,0.0
3213,Ariel Maciel,0.0
3214,Beau Jaynes,0.0
3215,Battlehawk Kazama,0.0
3216,Esteban De Jesus,0.0
3217,Shinichi Kadota,0.0
3218,Pedro Adigue,0.0
3219,Chang-Kil Lee,0.0
3220,Lion Furuyama,0.0
3221,Reinaldo Mercado,0.0
3222,Josue Marquez,0.0
3223,Frank Medina,0.0
3224,Jose Escudero,0.0
3225,Julio Vera,0.0
3226,Enrique Jana,0.0
3227,Rodolfo Gonzalez,0.0
3228,Jorge Rodriguez,0.0
3229,Diego Tovar,0.0
3230,Pedro Chirinos,0.0
3231,Orlando Rivas,0.0
3232,Milton Mendez,0.0
3233,Frank Leroy,0.0
3234,Jesus Gonzalez,0.0
3235,Orlando Ruiz,0.0
3236,Jose Godoy,0.0
3237,Rafa Rojas,0.0
3238,Jose Zuniga,0.0
3239,Jesus Cardenas,0.0
3240,Antonio Yi,0.0
3241,Rafael Donodo,0.0
3242,Felix Salgado,0.0
3243,Oscar Gonzalez,0.0
3244,Rodolfo Marquez,0.0
3245,Juan Martinez,0.0
3246,Sakio Bika,0.0
3247,Evans Ashira,0.0
3248,Mario Veit,0.0
3249,Kabary Salem,0.0
3250,Mger Mkrtchyan,0.0
3251,Byron Mitchell,0.0
3252,Tocker Pudwill,0.0
3253,Miguel Angel Jimenez,0.0
3254,Charles Brewer,0.0
3255,Will McIntyre,0.0
3256,Richie Woodhall,0.0
3257,David Starie,0.0
3258,Rick Thornberry,0.0
3259,Robin Reid,0.0
3260,Juan Carlos Gimenez Ferreyra,0.0
3261,Branko Sobot,0.0
3262,Chris Eubank,0.0
3263,Luciano Torres,0.0
3264,Tyler Hughes,0.0
3265,Carlos Christie,0.0
3266,Warren Stowe,0.0
3267,Mark Delaney,0.0
3268,Anthony Brooks,0.0
3269,Guy Stanford,0.0
3270,Stephen Wilson,0.0
3271,Nick Manners,0.0
3272,Tyrone Jackson,0.0
3273,Robert Curry,0.0
3274,Bobbie Joe Edwards,0.0
3275,Trevor Ambrose,0.0
3276,Mark Lee Dawson,0.0
3277,Karl Barwise,0.0
3278,Darren Littlewood,0.0
3279,Martin Rosamond,0.0
3280,Spencer Alton,0.0
3281,Paul Mason,0.0
3282,Paul Hanlon,0.0
3283,Ric Siodora,0.0
3284,Amando Velasco,0.0
3285,Isidro Perez,0.0
3286,Agustin Garcia,0.0
3287,Efren Pinto,0.0
3288,German Torres,0.0
3289,Jorge Cano,0.0
3290,Tadashi Kuramochi,0.0
3291,Katsuo Tokashiki,0.0
3292,Masaharu Inami,0.0
3293,Tio Abella,0.0
3294,Rodrigo Saony,0.0
3295,Amado Ursua,0.0
3296,Lukodd Phitiporn,0.0
3297,Jong Kwan Chang,0.0
3298,Alfonso Lopez,0.0
3299,Chutmongkol Thairungriang,0.0
3300,Leonardo Paredes,0.0
3301,Lord Esmero,0.0
3302,Oscar Bolivar,0.0
3303,Miguel Leal,0.0
3304,Yo Dong Kim,0.0
3305,Chang Pyo Hong,0.0
3306,Jin Hyung Park,0.0
3307,Nam Keun Kang,0.0
3308,Hi Suo Shin,0.0
3309,Ho Chul Pyun,0.0
3310,Hee Kwan Lee,0.0
3311,Jung Yul Suh,0.0
3312,Manuel Charr,0.0
3313,Tomasz Adamek,0.0
3314,Odlanier Solis,0.0
3315,Albert Sosnowski,0.0
3316,Kevin Johnson,0.0
3317,Chris Arreola,0.0
3318,Juan Carlos Gomez,0.0
3319,Kirk Johnson,0.0
3320,Timo Hoffmann,0.0
3321,Obed Sullivan,0.0
3322,Ed Mahone,0.0
3323,Herbie Hide,0.0
3324,Ismael Youla,0.0
3325,Francesco Spinelli,0.0
3326,Mario Schiesser,0.0
3327,Ricardo Kennedy,0.0
3328,Dicky Ryan,0.0
3329,Louis Monaco,0.0
3330,Alben Belinski,0.0
3331,Marcus Rhode,0.0
3332,Herman Delgado,0.0
3333,Will Hinton,0.0
3334,Jimmy Haynes,0.0
3335,Cleveland Woods,0.0
3336,Derrick Roddy,0.0
3337,Troy Roberts,0.0
3338,Mike Acklie,0.0
3339,Brian Sargent,0.0
3340,Frantisek Sumina,0.0
3341,Tony Bradham,0.0
3342,Alexander Brand,0.0
3343,Sullivan Barrera,0.0
3344,Paul Smith,0.0
3345,Edwin Rodriguez,0.0
3346,Arthur Abraham,0.0
3347,Allan Green,0.0
3348,Shelby Pudwill,0.0
3349,Edison Miranda,0.0
3350,Esteban Camou,0.0
3351,Jerson Ravelo,0.0
3352,Rubin Williams,0.0
3353,Roger Cantrell,0.0
3354,Francisco Diaz,0.0
3355,Dhafir Smith,0.0
3356,Julio Jean,0.0
3357,Derrick Findley,0.0
3358,Andy Kolle,0.0
3359,Kendall Gould,0.0
3360,Glenn LaPlante,0.0
3361,Christopher Holt,0.0
3362,Ben Aragon,0.0
3363,Roy Ashworth,0.0
3364,Kenny Kost,0.0
3365,Chris Molina,0.0
3366,Chazz Witherspoon,0.0
3367,Tony Bellew,0.0
3368,Murat Gassiev,0.0
3369,Mairis Briedis,0.0
3370,Marco Huck,0.0
3371,Michael Hunter,0.0
3372,Thabiso Mchunu,0.0
3373,Krzysztof Głowacki,0.0
3374,Pedro Rodriguez,0.0
3375,Johnny Muller,0.0
3376,Andrey Knyazev,0.0
3377,Danie Venter,0.0
3378,Daniel Bruwer,0.0
3379,Cesar David Crenz,0.0
3380,Ben Nsafoah,0.0
3381,Epifanio Mendoza,0.0
3382,Felipe Romero,0.0
3383,Mihai Nistor,0.0
3384,Matteo Modugno,0.0
3385,Magomedrasul Majidov,0.0
3386,Eric Brechlin,0.0
3387,Junior Fa,0.0
3388,David Picasso,0.0
3389,Ramon Cardenas,0.0
3390,Kim Ye-joon,0.0
3391,Stephen Fulton,0.0
3392,Aran Dipaen,0.0
3393,Michael Dasmarinas,0.0
3394,Jamie McDonnell,0.0
3395,Yoan Boyeaux,0.0
3396,Ricardo Rodriguez,0.0
3397,Petchbarngborn Kokietgym,0.0
3398,David Carmona,0.0
3399,Warlito Parrenas,0.0
3400,Omar Narvaez,0.0
3401,Adrian Hernandez,0.0
3402,Jerson Mancio,0.0
3403,Yuki Sano,0.0
3404,Ngaoprajan Chuwatana,0.0
3405,Crison Omayao,0.0
3406,Luis Abregu,0.0
3407,Donald Camarena,0.0
3408,Nasser Athumani,0.0
3409,Manuel Garnica,0.0
3410,Jaime Rangel,0.0
3411,Alfonso Sanchez,0.0
3412,Martin Ramirez,0.0
3413,Arturo Urena,0.0
3414,Jesus Abel Santiago,0.0
3415,Eli Addison,0.0
3416,Rafael Ortiz,0.0
3417,Jorge Alberto Padilla,0.0
3418,Francisco Rincon,0.0
3419,Juan Yoani Cervantes,0.0
3420,Marcos Andre Rocha Costa,0.0
3421,Justo Almazan,0.0
3422,Ramon Ortiz,0.0
3423,Carlos Parra,0.0
3424,Luis Medina,0.0
3425,Raul Nunez,0.0
3426,Francisco Martinez,0.0
3427,Amos Lincoln,0.0
3428,Roger Rischer,0.0
3429,Willis Earls,0.0
3430,Henry Clark,0.0
3431,Bill McMurray,0.0
3432,Elmer Rush,0.0
3433,Gerhard Zech,0.0
3434,Albert Westphal,0.0
3435,Howard King,0.0
3436,Roy Harris,0.0
3437,Nino Valdes,0.0
3438,Mike DeJohn,0.0
3439,Ernie Cab,0.0
3440,Frankie Daniels,0.0
3441,Wayne Bethea,0.0
3442,Julio Mederos,0.0
3443,Ben Wise,0.0
3444,Billy Hunter,0.0
3445,Larry Watson,0.0
3446,Johnny Gray,0.0
3447,Calvin Butler,0.0
3448,Emil Brtko,0.0
3449,Neal Welch,0.0
3450,Johnny Summerlin,0.0
3451,Stanley Howlett,0.0
3452,Martin Lee,0.0
3453,Bennie Thomas,0.0
3454,Ponce de Leon,0.0
3455,Randy Stephens,0.0
3456,Duane Bobick,0.0
3457,Larry Middleton,0.0
3458,Pedro Lovell,0.0
3459,Rico Brooks,0.0
3460,Charlie Reno,0.0
3461,Herschel Jacobs,0.0
3462,Charlie Harris,0.0
3463,Chuck Haynes,0.0
3464,Vic Brown,0.0
3465,Steve Carter,0.0
3466,Roby Harris,0.0
3467,Ray Junior Ellis,0.0
3468,Julius Garcia,0.0
3469,Gary Bates,0.0
3470,Pedro Sanchez,0.0
3471,Wayne Kindred,0.0
3472,Joe Hemphill,0.0
3473,Cornell Nolan,0.0
3474,Jimmy Gilmore,0.0
3475,Harold Dutra,0.0
3476,Sam Wyatt,0.0
